Money(raw),Sum,Total Funding in GBP,Funding in GBP,Funding in EUR,Funding in USD,Currencies,Economic Benefit,SpinOff,KTP,Countries,Collaborations,Merge,Acquisition,IndustrialUse,AcademicUse,GovUse,PublicUse,Open Source,Policy Influence,Standard,Public Well Being,Public Service Delivery,Improved accessibility,Improved Workforce,Economic impacts,Changed public attitudes,Solutions to societal problems,Improved Env. Sustainability,Improved regulatory environment,Public Engagement,Patent,Award,Clinical Trial,People Affected,ref 1,ref 2,ref 3,ref 4,ref 5,ref 6,ref7,Reference Cite,r1,r2,r3,r4,r5,r6,Citation_2014,CitationChange,StartYears,Duration,ImpactType Cultural,ImpactType Economic,ImpactType Environmental,ImpactType Health,ImpactType Legal,ImpactType Political,ImpactType Societal,ImpactType Technological,Uni_Outputs,Funders,NumOfCases,Research Income,Degree,FTE,2008GPA,Percentageof4(Overall),GPA(Overall),ResearchPower(Overall),Percentageof4(Output),GPA(Output),Percentageof4(Impact),GPA(Impact),Score,Score_4,Score_9,Score_9s,Discrete Variance
50316000,9100000,5600000,5600000,0,0,1,3500000,1,0,,1,0,0,35,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4500,88,121,11,5,10,10,0,245,0,0,0,0,0,0,0,245,1996,18,0,0,0,1,0,0,0,0,261,3,8,46272000,143.9,70.7,3.15,61,3.57,252,49,3.43,80,3.8,3.8,4,4,8,0.16
0,0,0,0,0,0,0,0,0,0,,3,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300000,5,908,13,373,0,0,0,1299,0,0,0,0,0,0,0,1299,2007,7,0,0,0,0,0,0,0,1,261,1,8,46272000,143.9,70.7,3.15,61,3.57,252,49,3.43,80,3.8,3.8,4,4,8,0.16
0,9473684,0,0,0,0,0,9473684,0,0,,2,0,0,10,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,7,11303,3950,0,0,0,0,15260,6219,2667,0,0,0,0,8886,6374,1992,22,0,0,0,0,0,0,0,1,261,0,8,46272000,143.9,70.7,3.15,61,3.57,252,49,3.43,80,3.8,3.8,4,4,8,0.16
7970000,2873000,2873000,2873000,0,0,1,0,0,0,,1,0,0,7,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,45000000,1934,311,90,45,184,11,0,2575,1150,0,0,0,0,0,1150,1425,1999,15,0,1,0,0,0,0,0,0,261,2,8,46272000,143.9,70.7,3.15,61,3.57,252,49,3.43,80,3.8,3.8,4,4,8,0.16
5000000,3000000,2000000,2000000,0,0,1,1000000,2,0,,1,0,0,6,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,240,65,9,21,7,14,67,0,183,0,0,0,0,0,0,0,183,1995,19,0,0,0,0,0,0,0,1,261,2,8,46272000,143.9,70.7,3.15,61,3.57,252,49,3.43,80,3.8,3.8,4,4,8,0.16
1710,2927226,244299,0,300488,0,1,2682927,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,103,20,14,3,9,0,161,0,0,0,0,0,0,0,161,2005,9,0,0,0,0,0,0,1,0,54,0,2,588574,19,14.4,2.05,8,2.34,34,13,2.52,0,2.4,2.4,2,2,4,0.24
43759846,4445000,445000,445000,0,0,1,4000000,0,0,,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,45,126,18,18,78,51,0,336,0,0,0,0,0,0,0,336,1993,21,0,0,0,0,0,0,0,1,54,2,2,588574,19,14.4,2.05,8,2.34,34,13,2.52,0,2.4,2.4,2,2,4,0.24
0,126043000,2543000,2543000,0,0,1,123500000,0,0,,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,500000,4,18,2,14,2,12,0,52,0,0,0,0,0,0,0,52,2002,12,0,0,0,0,0,0,0,1,110,0,4,11016614,38.84,31.1,2.95,13,2.87,89,14,2.89,0,2.5,2.5,3,2.5,5,0.25
3646404,3646404,3646404,3646404,0,0,1,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1867,192,13,579,41,215,0,0,1040,0,0,0,0,0,0,0,1040,1997,17,0,0,0,0,0,0,0,1,110,3,4,11016614,38.84,31.1,2.95,13,2.87,89,14,2.89,0,2.5,2.5,3,2.5,5,0.25
2088452,2088452,2088452,2088452,0,0,1,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,25,114,19,75,25,0,266,7,18,60,7,52,9,0,266,2003,11,0,0,0,0,0,0,0,1,110,0,4,11016614,38.84,31.1,2.95,13,2.87,89,14,2.89,0,2.5,2.5,3,2.5,5,0.25
242000,242000,242000,242000,0,0,1,0,0,0,,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,34,134,59,67,22,26,0,342,0,0,0,0,0,0,0,342,2009,5,0,0,0,0,0,0,1,0,110,1,4,11016614,38.84,31.1,2.95,13,2.87,89,14,2.89,0,2.5,2.5,3,2.5,5,0.25
1522407,1002398,1002398,1002398,0,0,1,0,0,0,,5,1,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,21,49,47,29,50,33,0,229,0,0,0,0,0,0,0,229,1993,21,0,0,0,0,0,0,0,1,41,1,1,9361265,26,11.7,2.75,32,3.11,36,22,2.9,50,3.5,3.5,4,3.5,7,0.25
1620000,1070000,441000,441000,0,0,1,629000,0,1,,2,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40000,1667,150,55,1391,102,17,0,3382,0,0,0,0,0,0,0,3382,2002,12,0,0,0,0,0,0,0,1,68,2,3,4093581,30,18.2,0,16,2.77,50,12,2.65,40,3.4,3.4,3,3.5,7,0.24
3081196,1089400,1089400,1089400,0,0,1,0,0,0,,2,0,0,7,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,285426,35,36,94,24,32,24,0,245,0,0,0,0,0,0,0,245,2002,12,0,0,0,0,0,0,0,1,68,2,3,4093581,30,18.2,0,16,2.77,50,12,2.65,40,3.4,3.4,3,3.5,7,0.24
3000000,9747967,9747967,3000000,8300000,0,2,0,0,0,,5,0,0,7,1,1,0,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,86,7,20,20,138,33,0,304,35,6,18,13,5,0,77,227,2009,5,0,0,0,0,0,0,1,0,68,2,3,4093581,30,18.2,0,16,2.77,50,12,2.65,40,3.4,3.4,3,3.5,7,0.24
1993004,1893000,1893000,1893000,0,0,1,1000000000,1,1,,2,0,1,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,3120,23,69,51,15,3,18,0,179,110,22,0,0,0,0,132,47,2000,14,0,0,0,0,0,0,0,1,104,1,2,6735011,24,21.2,2.65,12,2.82,60,13,2.78,13,3.13,3.13,3,3,6,0.12
195713000,75268000,68000,68000,0,0,1,75200000,1,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,108,252,443,59,97,0,1067,20,48,111,139,17,15,350,717,2004,10,0,0,0,0,0,0,0,1,104,1,2,6735011,24,21.2,2.65,12,2.82,60,13,2.78,13,3.13,3.13,3,3,6,0.12
22460,325842,325842,22460,373160,0,2,0,0,0,,2,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,31518,40,16,17,9,0,0,0,82,0,0,0,0,0,0,0,82,2006,8,0,0,0,0,0,0,1,0,157,2,2,11364480,56.5,40.6,3,29,3.13,127,29,3.04,52,3.52,3.52,4,3.5,7,0.25
263896,452000,262000,262000,0,0,1,190000,1,0,,2,0,2,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,1,20000,64,345,120,47,61,6,0,643,0,0,0,0,0,0,0,643,1994,20,0,0,0,0,0,0,0,1,157,1,2,11364480,56.5,40.6,3,29,3.13,127,29,3.04,52,3.52,3.52,4,3.5,7,0.25
542695,563020,563020,542695,25000,0,2,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,254,92,134,20,67,32,0,599,200,65,92,15,24,16,412,187,1997,17,0,0,0,0,0,0,0,1,32,1,2,1463942,10.5,14,2.6,6,2.52,35,3,2.41,20,3.2,3.2,3,3,6,0.16
525906,525906,525906,525906,0,0,1,0,1,0,,1,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,247,620,122,303,8,1467,0,2767,130,320,98,200,0,500,1248,1519,1993,21,0,0,0,0,0,0,0,1,32,1,2,1463942,10.5,14,2.6,6,2.52,35,3,2.41,20,3.2,3.2,3,3,6,0.16
0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,2,0,31,0,0,52,0,0,0,0,0,0,0,52,2008,6,0,0,0,0,0,0,0,1,16,0,2,478132,17,4,0,4,2.11,8,6,2.56,0,1.1,1.1,1,1,2,0.09
3076000,1700000,0,0,0,0,0,1700000,0,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,54,62,402,153,58,0,764,0,0,0,0,0,0,0,764,2003,11,0,0,0,0,0,0,1,0,16,1,2,478132,17,4,0,4,2.11,8,6,2.56,0,1.1,1.1,1,1,2,0.09
3361213,98361213,3361213,3361213,0,0,1,95000000,1,0,,2,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,130,120,593,79,44,0,0,966,0,0,0,0,0,0,0,966,2001,13,0,0,1,0,0,0,0,0,201,3,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
408212,7029350,1029350,408212,764000,0,2,6000000,0,0,,5,0,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,1,0,0,163,54,38,73,9,39,0,376,0,0,0,0,0,0,0,376,1995,19,0,0,0,0,0,0,0,1,201,2,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
2969778,2969778,2969778,2969778,0,0,1,0,0,0,,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,342,80,49,8,39,209,0,727,0,0,0,0,0,0,0,727,1995,19,0,0,0,0,0,0,0,1,201,2,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
21930470,1762816,1762816,1330470,531786,0,2,17000000,1,0,,2,0,0,25,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,2,0,40,0,478,1985,346,963,253,0,0,4025,0,0,0,0,0,0,0,4025,1999,15,0,0,0,0,0,0,0,1,201,1,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
23894372,44979933,44979933,8894372,44385241,0,2,0,1,0,,5,0,1,6,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,6000,119,27,115,69,150,0,0,480,0,0,0,0,0,0,0,480,2001,13,0,0,0,0,0,0,0,1,201,3,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
9173405,9173405,9173405,9173405,0,0,1,0,1,0,,2,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,57,405,102,27,23,0,0,614,0,0,0,0,0,0,0,614,2004,10,0,0,0,0,0,0,0,1,201,2,6,50133093,164,49.45,3.2,56,3.5,173,43,3.34,73,3.73,3.73,4,4,8,0.2
0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,49,223,20,41,0,346,0,0,0,0,0,0,0,346,2004,10,0,0,0,0,0,0,1,0,34,1,2,1213042,3,10,1.65,0,1.51,15,0,1.77,0,1.1,1.1,1,1,2,0.09
0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,8,10,7,1,0,82,0,0,0,0,0,0,0,82,2005,9,0,0,0,0,0,0,0,1,34,0,2,1213042,3,10,1.65,0,1.51,15,0,1.77,0,1.1,1.1,1,1,2,0.09
0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,5,0,0,0,0,0,0,1,0,26,0,2,187909,3.5,7,1.75,0,2.1,15,0,2.46,0,1.5,1.5,2,1.5,3,0.25
88927208,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,12,17,0,0,0,0,39,0,0,0,0,0,0,0,39,2009,5,0,0,0,1,0,0,0,0,26,0,2,187909,3.5,7,1.75,0,2.1,15,0,2.46,0,1.5,1.5,2,1.5,3,0.25
2632058,82658465,2658465,2658465,0,0,1,80000000,0,1,,5,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1440,5,0,3,1,2359,0,0,2368,0,0,0,0,0,0,0,2368,2008,6,0,1,0,0,0,0,0,0,44,0,2,2409000,17,14,2,4,2.16,30,7,2.41,0,1.5,1.5,2,1.5,6,0.25
438000000,10330344,8330344,565352,9550941,0,2,2000000,0,1,,8,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,8000,149,2359,217,34,238,113,0,3110,0,0,0,0,0,0,0,3110,2007,7,0,0,0,0,0,0,1,0,44,1,2,2409000,17,14,2,4,2.16,30,7,2.41,0,1.5,1.5,2,1.5,6,0.25
1000,96000000,0,0,0,0,0,96000000,1,0,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,204,72,14,8,4,6,0,308,0,0,0,0,0,0,0,308,2004,10,0,1,0,0,0,0,0,0,92,0,3,5243587,45,24,2.95,11,2.92,70,15,2.86,0,3,3,3,3,6,0
11600000,0,0,0,0,0,0,0,1,0,,1,0,0,15,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,135,78,6,40,54,18,17,348,0,0,0,0,0,0,0,348,2002,12,0,0,0,0,0,0,0,1,92,1,3,5243587,45,24,2.95,11,2.92,70,15,2.86,0,3,3,3,3,6,0
10444920,11668153,68153,68153,0,0,1,11600000,0,0,,3,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,15,3,80,27,6,0,0,131,0,0,0,0,0,0,0,131,2004,10,0,0,0,0,0,0,1,0,92,1,3,5243587,45,24,2.95,11,2.92,70,15,2.86,0,3,3,3,3,6,0
0,0,0,0,0,0,0,0,0,0,,1,0,0,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,783,311,585,847,0,0,2528,0,0,0,0,0,0,0,2528,1994,20,0,0,0,0,0,0,0,1,139,1,4,19008751,100.5,34.8,2.95,44,3.34,116,26,3.09,80,3.8,3.8,4,4,8,0.16
200000,10444920,244920,244920,0,0,1,10200000,0,1,,0,0,0,5,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1494,125,66,168,751,0,0,2604,0,0,0,0,0,0,0,2604,1993,21,0,0,0,0,0,0,0,1,139,2,4,19008751,100.5,34.8,2.95,44,3.34,116,26,3.09,80,3.8,3.8,4,4,8,0.16
0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,67,94,120,201,81,63,0,626,0,0,0,0,0,0,0,626,1994,20,0,1,0,0,0,0,0,0,139,2,4,19008751,100.5,34.8,2.95,44,3.34,116,26,3.09,80,3.8,3.8,4,4,8,0.16
10000,322077,122077,0,150155,0,1,200000,1,0,,3,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,446,107,74,81,8,0,0,716,0,0,0,0,0,0,0,716,2002,12,0,1,0,0,0,0,0,0,139,3,4,19008751,100.5,34.8,2.95,44,3.34,116,26,3.09,80,3.8,3.8,4,4,8,0.16
9269000,10000,0,0,0,0,0,10000,0,0,,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1266,283,93,253,54,0,0,1949,0,0,0,0,0,0,0,1949,1993,21,0,0,0,0,0,0,1,0,120,1,3,18818423,114,33,3.05,36,3.26,108,30,3.16,50,3.5,3.5,4,3.5,7,0.25
55000,1871000,0,0,0,0,0,1871000,0,0,,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,25000,8,13,8,0,5,0,0,34,0,0,0,0,0,0,0,34,2007,7,0,0,0,0,0,0,0,1,120,1,3,18818423,114,33,3.05,36,3.26,108,30,3.16,50,3.5,3.5,4,3.5,7,0.25
0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,670,4,18,0,0,0,692,0,0,0,0,0,0,0,692,1993,21,0,0,0,0,0,0,0,1,120,1,3,18818423,114,33,3.05,36,3.26,108,30,3.16,50,3.5,3.5,4,3.5,7,0.25
,400000,0,0,0,0,1,400000,1,0,,2,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,46,23,13,315,280,738,0,1415,0,0,0,0,0,0,0,1415,1997,17,0,0,0,0,1,0,0,0,120,0,3,18818423,114,33,3.05,36,3.26,108,30,3.16,50,3.5,3.5,4,3.5,7,0.25
966400004,44715,44715,0,55000,0,1,0,0,0,,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,18,387,133,8,0,0,0,546,0,0,0,0,0,0,0,546,2007,7,0,0,0,0,0,0,1,0,85,1,3,5101039,14,19.3,2.7,15,2.79,54,12,2.59,27,3.27,3.27,3,3.5,7,0.2
2510000,500301452,301452,301452,0,0,1,500000000,0,1,,4,0,0,9,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,187,1,17,258,0,465,0,0,0,0,0,0,0,465,1999,15,0,1,0,0,0,0,0,0,85,1,3,5101039,14,19.3,2.7,15,2.79,54,12,2.59,27,3.27,3.27,3,3.5,7,0.2
326904,2510000,10000,10000,0,0,1,2500000,2,0,,4,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3,0,3000000,7,10,4,0,12,4,0,37,0,0,0,0,0,0,0,37,2000,14,0,0,0,0,0,0,1,0,85,0,3,5101039,14,19.3,2.7,15,2.79,54,12,2.59,27,3.27,3.27,3,3.5,7,0.2
0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,36,147,12,16,153,2,0,366,0,0,0,0,0,0,0,366,1999,15,0,0,0,0,0,0,1,0,46,0,2,4735835,20,10.7,2,3,2.52,27,4,2.41,0,2.9,2.9,3,3,6,0.09
37537000,576904,576904,326904,0,475000,2,0,0,0,,3,0,0,5,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,89,25,75,35,40,1150,0,1414,0,0,0,0,0,0,0,1414,2005,9,0,0,1,0,0,0,0,0,46,2,2,4735835,20,10.7,2,3,2.52,27,4,2.41,0,2.9,2.9,3,3,6,0.09
254001,12063316,1537000,1537000,0,0,1,10526316,1,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,31,67,32,148,25,0,320,0,0,0,0,0,0,0,320,1995,19,0,1,0,0,0,0,0,0,83,4,3,8723319,23,24.8,2.95,21,2.93,73,25,2.98,23,3.23,3.23,3,3,6,0.18
3505293,1662515,662515,254000,496000,10000,3,1000000,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,76,29,12,85,1,0,214,0,0,0,0,0,0,0,214,2003,11,0,0,0,0,0,0,0,1,83,3,3,8723319,23,24.8,2.95,21,2.93,73,25,2.98,23,3.23,3.23,3,3,6,0.18
15980000,15480000,15480000,15480000,0,0,1,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,59,10,110,20,497,0,701,0,0,0,0,0,0,0,701,2004,10,0,0,0,0,0,0,1,0,83,2,3,8723319,23,24.8,2.95,21,2.93,73,25,2.98,23,3.23,3.23,3,3,6,0.18
27180000,15150000,13500000,13500000,0,0,1,1650000,1,0,,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,63,104,84,63,524,0,955,0,0,0,0,0,0,0,955,2003,11,0,0,0,0,0,0,1,0,187,1,5,39453580,140.4,44.2,3.2,44,3.18,141,31,2.91,84,3.84,3.84,4,4,8,0.13
272028000,14260325,11960325,9440000,3100000,0,2,2300000,1,0,,9,0,0,9,0,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2436,424,451,3,4,878,0,4196,0,0,0,0,0,0,0,4196,2004,10,0,0,0,0,0,0,1,0,187,2,5,39453580,140.4,44.2,3.2,44,3.18,141,31,2.91,84,3.84,3.84,4,4,8,0.13
31465001,5677105,2677105,2108000,700000,0,2,3000000,2,0,,5,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,515,57,129,23,545,0,1389,0,0,0,0,0,0,0,1389,1994,20,0,0,0,0,0,0,1,0,187,5,5,39453580,140.4,44.2,3.2,44,3.18,141,31,2.91,84,3.84,3.84,4,4,8,0.13
246780007,29795000,12710000,12710000,0,0,1,17085000,0,1,,2,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,177,63,44,254,16,1489,0,2043,0,0,0,0,0,0,0,2043,1998,16,0,0,0,0,0,0,0,1,187,1,5,39453580,140.4,44.2,3.2,44,3.18,141,31,2.91,84,3.84,3.84,4,4,8,0.13
,16150010,6150010,6150010,0,0,1,10000000,0,0,,3,0,0,1,1,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2439,122,78,231,325,0,3199,0,0,0,0,0,0,0,3199,2000,14,0,0,0,0,0,1,0,0,187,1,5,39453580,140.4,44.2,3.2,44,3.18,141,31,2.91,84,3.84,3.84,4,4,8,0.13
,547154,547154,100000,550000,0,2,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,448,46,98,48,69,160,0,869,0,0,0,0,0,0,0,869,2001,13,0,0,0,0,0,0,0,1,43,1,2,2195626,29.67,12.7,2.5,3,2.48,31,5,2.75,0,2,2,2,2,4,0
,362601,362601,0,446000,0,1,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,10,0,0,0,27,0,0,0,0,0,0,0,27,2007,7,0,0,0,0,0,0,0,1,43,1,2,2195626,29.67,12.7,2.5,3,2.48,31,5,2.75,0,2,2,2,2,4,0
